ConditionTypeText	BodyColorText	ID	MakeText	ModelText	ModelTypeText	TypeName	TypeNameFull	BodyTypeText	Ccm	City	Co2EmissionText	ConsumptionRatingText	ConsumptionTotalText	Doors	DriveTypeText	FirstRegMonth	FirstRegYear	FuelTypeText	Hp	InteriorColorText	Km	Properties	Seats	TransmissionTypeText	BodyColorTextShort	BodyColorTextEng	ConditionTypeTextEng	MakeTextNorm	extracted-value-ConsumptionTotalText	extracted-unit-ConsumptionTotalText
Occasion	schwarz	535.0	BMW	330	330Ci	330Ci	BMW 330Ci	Cabriolet	2979	Zuzwil	237 g/km	G	9.9 l/100km	2	Hinterradantrieb	5	2001	Benzin	231	schwarz	65300	"\"Ab MFK\""	4	Schaltgetriebe manuell	schwarz	Black	Occasion	Bmw	9.9	l/100km
Occasion	schwarz	536.0	BMW	320	320i Touring	320i Touring	BMW 320i Touring	Kombi	1990	Zuzwil	215 g/km	null	9.0 l/100km	5	Hinterradantrieb	1	1996	Benzin	150	schwarz	79800	"\"Ab MFK\""	5	Schaltgetriebe manuell	schwarz	Black	Occasion	Bmw	9.0	l/100km
Occasion	schwarz	537.0	RENAULT	""	DAUPHINE GORDINI	DAUPHINE GORDINI	RENAULT DAUPHINE GORDINI	Limousine	845	Zuzwil	null	null	null	4	Hinterradantrieb	7	1960	Benzin	33	beige	177000	"\"Ab MFK\""	5	Schaltgetriebe	schwarz	Black	Occasion	Renault	null	""
Occasion	schwarz	538.0	BMW	525	525xi	525xi	BMW 525xi	Limousine	2497	Zuzwil	232 g/km	G	9.6 l/100km	4	Allrad	1	2007	Benzin	218	schwarz	99800	"\"Ab MFK\""	5	Schaltgetriebe manuell	schwarz	Black	Occasion	Bmw	9.6	l/100km
Oldtimer	schwarz	539.0	ROLLS-ROYCE	CORNICHE	CORNICHE II Coupé	II Coupé	ROLLS-ROYCE CORNICHE II Coupé	Coupé	0	Basel	null	null	null	0	null	7	1980	Benzin	0	braun	32000	null	4	null	schwarz	Black	Antique Car	Rolls-royce	null	""
Occasion	blau	54.0	LAND ROVER	RANGE ROVER SPORT	Range Rover Sport 4.2 V8 SC	Range Rover Sport 4.2 V8 SC	LAND ROVER Range Rover Sport 4.2 V8 SC	SUV / Geländewagen	4197	Zuzwil	374 g/km	G	15.9 l/100km	5	Allrad	6	2006	Benzin	390	schwarz	49900	null	5	Automat	blau	Blue	Occasion	Land Rover	15.9	l/100km
Occasion	schwarz	540.0	FERRARI	F40 / F50	F40 / F50	null	FERRARI F40 / F50	Coupé	2935	Sursee	null	null	null	2	Hinterradantrieb	2	1989	null	478	null	7000	null	2	Schaltgetriebe	schwarz	Black	Occasion	Ferrari	null	""
Occasion	schwarz	541.0	RENAULT	Alpine A110	Alpine A110 1600 S	1600 S	RENAULT Alpine A110 1600 S	Coupé	1605	Zuzwil	null	null	null	2	Hinterradantrieb	2	1972	Benzin	124	schwarz	68000	"\"Ab MFK\""	2	Schaltgetriebe	schwarz	Black	Occasion	Renault	null	""
Occasion	schwarz	542.0	MERCEDES-BENZ	CLS 63 AMG	CLS 63 AMG	CLS 63 AMG	MERCEDES-BENZ CLS 63 AMG	Limousine	5461	Zuzwil	231 g/km	G	9.9 l/100km	4	Hinterradantrieb	9	2011	Benzin	525	beige	69200	"\"Ab MFK\""	4	Automatisiertes Schaltgetriebe	schwarz	Black	Occasion	Mercedes-benz	9.9	l/100km
Occasion	schwarz	543.0	BMW	M3	M3	M3	BMW M3	Limousine	2301	Zuzwil	null	null	null	2	Hinterradantrieb	10	1987	Benzin	195	schwarz	88000	null	4	Schaltgetriebe manuell	schwarz	Black	Occasion	Bmw	null	""
Occasion	schwarz	544.0	MERCEDES-BENZ	CL 600	CL 600	CL 600	MERCEDES-BENZ CL 600	Coupé	5513	Zuzwil	353 g/km	G	14.7 l/100km	2	Hinterradantrieb	11	2003	Benzin	500	schwarz	41100	"\"Ab MFK\""	4	Automat	schwarz	Black	Occasion	Mercedes-benz	14.7	l/100km
Occasion	schwarz	545.0	DAIMLER	V8	V8 4.0	V8 4.0	DAIMLER V8 4.0	Limousine	3996	Zuzwil	285 g/km	G	11.9 l/100km	4	Hinterradantrieb	5	1998	Benzin	284	beige	100	"\"Ab MFK\""	5	Automat	schwarz	Black	Occasion	Daimler	11.9	l/100km
Occasion	schwarz	546.0	BMW	530	530i Touring	530i Touring	BMW 530i Touring	Kombi	2979	Zuzwil	238 g/km	null	9.9 l/100km	5	Hinterradantrieb	5	2001	Benzin	231	null	120900	"\"Ab MFK\""	5	Automatik-Getriebe	schwarz	Black	Occasion	Bmw	9.9	l/100km
Occasion	schwarz	547.0	BMW	528	528i Touring	528i Touring	BMW 528i Touring	Kombi	2793	Zuzwil	230 g/km	G	9.7 l/100km	5	Hinterradantrieb	4	1997	Benzin	193	schwarz	38000	"\"Ab MFK\""	5	Schaltgetriebe manuell	schwarz	Black	Occasion	Bmw	9.7	l/100km
Occasion	schwarz	548.0	FERRARI	456	456M GTA	456M GTA	FERRARI 456M GTA	Coupé	5474	Zuzwil	520 g/km	G	22.3 l/100km	2	Hinterradantrieb	12	1999	Benzin	442	beige	18200	"\"Ab MFK\""	4	Automat	schwarz	Black	Occasion	Ferrari	22.3	l/100km
Occasion	schwarz	549.0	BENTLEY	CONTINENTAL	Continental R Coupé	Continental R Coupé	BENTLEY Continental R Coupé	Coupé	6749	Zuzwil	null	null	null	2	Hinterradantrieb	1	1994	Benzin	360	beige	60000	"\"Ab MFK\""	4	Automat	schwarz	Black	Occasion	Bentley	null	""
Occasion	blau	55.0	LAMBORGHINI	MURCIÉLAGO	Murciélago LP640-4 Cpé	Murciélago LP640-4 Cpé	LAMBORGHINI Murciélago LP640-4 Cpé	Coupé	6496	Zuzwil	495 g/km	G	21.3 l/100km	2	Allrad	3	2007	Benzin	641	schwarz	33000	"\"Ab MFK\""	2	Automatisiertes Schaltgetriebe	blau	Blue	Occasion	Lamborghini	21.3	l/100km
Occasion	schwarz	550.0	MERCEDES-BENZ	SL 500	SL 500	SL 500	MERCEDES-BENZ SL 500	Cabriolet	4971	Zuzwil	null	null	null	2	Hinterradantrieb	2	1992	Benzin	320	schwarz	129700	"\"Ab MFK\""	0	Automat	schwarz	Black	Occasion	Mercedes-benz	null	""
Occasion	schwarz	551.0	RENAULT	ALPINE	ALPINE V6	V6	RENAULT ALPINE V6	Coupé	2663	Zuzwil	null	null	null	2	null	8	1983	Benzin	150	beige	128500	"\"Ab MFK\""	4	Schaltgetriebe	schwarz	Black	Occasion	Renault	null	""
Occasion	schwarz	552.0	FORD	SIERRA	Sierra 2.0i Cosworth 4x4	Sierra 2.0i Cosworth 4x4	FORD Sierra 2.0i Cosworth 4x4	Limousine	1993	Zuzwil	null	null	null	4	Allrad	9	1990	Benzin	220	schwarz	164400	"\"Ab MFK\""	5	Schaltgetriebe manuell	schwarz	Black	Occasion	Ford	null	""
Occasion	schwarz	553.0	AUDI	RS4	RS4 Avant 4.2 V8 quattro	RS4 Avant 4.2 V8 quattro	AUDI RS4 Avant 4.2 V8 quattro	Kombi	4163	Zuzwil	326 g/km	G	13.6 l/100km	5	Allrad	8	2006	Benzin	420	schwarz	117400	"\"Ab MFK\""	5	Schaltgetriebe manuell	schwarz	Black	Occasion	Audi	13.6	l/100km
Occasion	schwarz	554.0	PORSCHE	911	911 Carrera Jubilé 40	911 Carrera Jubilé 40	PORSCHE 911 Carrera Jubilé 40	Coupé	3596	Zuzwil	274 g/km	G	11.3 l/100km	2	Hinterradantrieb	3	2004	Benzin	345	schwarz	61400	"\"Ab MFK\""	4	Schaltgetriebe manuell	schwarz	Black	Occasion	Porsche	11.3	l/100km
Occasion	schwarz	555.0	VW	PHAETON	Phaeton 6.0 W12 4Motion	Phaeton 6.0 W12 4Motion	VW Phaeton 6.0 W12 4Motion	Limousine	5998	Zuzwil	374 g/km	G	15.6 l/100km	4	Allrad	11	2002	Benzin	420	grau	15900	"\"Ab MFK\""	5	Automat sequentiell	schwarz	Black	Occasion	Vw	15.6	l/100km
Occasion	schwarz	556.0	MERCEDES-BENZ	SL 320	SL 320	SL 320	MERCEDES-BENZ SL 320	Cabriolet	3199	Zuzwil	317 g/km	null	13.4 l/100km	2	Hinterradantrieb	1	1999	Benzin	231	schwarz	70900	"\"Ab MFK\""	2	Automat	schwarz	Black	Occasion	Mercedes-benz	13.4	l/100km
Occasion	schwarz	557.0	PORSCHE	911	911 GT3 RS	911 GT3 RS	PORSCHE 911 GT3 RS	Coupé	3996	Sursee	326 g/km	G	13.8 l/100km	2	Hinterradantrieb	11	2011	Benzin	500	rot	6300	null	2	Schaltgetriebe manuell	schwarz	Black	Occasion	Porsche	13.8	l/100km
Occasion	schwarz	558.0	MERCEDES-BENZ	E 63 AMG	E 63 AMG	E 63 AMG	MERCEDES-BENZ E 63 AMG	Limousine	6209	Zuzwil	295 g/km	G	12.6 l/100km	4	Hinterradantrieb	3	2010	Benzin	525	schwarz	7400	"\"Ab MFK\""	5	Automat sequentiell	schwarz	Black	Occasion	Mercedes-benz	12.6	l/100km
Occasion	schwarz	559.0	PORSCHE	911	911 Carrera 4	911 Carrera 4	PORSCHE 911 Carrera 4	Coupé	3387	Zuzwil	null	null	11.8 l/100km	2	Allrad	5	1999	Benzin	300	blau	77800	"\"Ab MFK\""	4	Automatik-Getriebe	schwarz	Black	Occasion	Porsche	11.8	l/100km
Occasion	blau	56.0	AUDI	RS4	RS4 Avant quattro	RS4 Avant quattro	AUDI RS4 Avant quattro	Kombi	2671	Zuzwil	288 g/km	G	12.0 l/100km	5	Allrad	3	2001	Benzin	380	weiss	50000	"\"Ab MFK\""	5	Schaltgetriebe manuell	blau	Blue	Occasion	Audi	12.0	l/100km
Occasion	schwarz	560.0	MERCEDES-BENZ	SL 600	SL 600	SL 600	MERCEDES-BENZ SL 600	Cabriolet	5984	Zuzwil	null	null	null	2	Hinterradantrieb	9	1995	Benzin	394	beige	75200	"\"Ab MFK\""	0	Automat	schwarz	Black	Occasion	Mercedes-benz	null	""
Occasion	schwarz	561.0	BMW	540	540i	540i	BMW 540i	Limousine	4398	Zuzwil	292 g/km	null	12.1 l/100km	4	Hinterradantrieb	11	1998	Benzin	286	schwarz	93000	"\"Ab MFK\""	5	Automatik-Getriebe	schwarz	Black	Occasion	Bmw	12.1	l/100km
Occasion	schwarz	562.0	TRABANT	""	1300S Trabusa	1300S Trabusa	TRABANT 1300S Trabusa	Limousine	1299	Zuzwil	null	null	null	0	Hinterradantrieb	1	2009	Benzin	0	schwarz	999	"\"Rennwagen\""	0	Schaltgetriebe	schwarz	Black	Occasion	Trabant	null	""
Occasion	schwarz	563.0	SEAT	LEON	Leon 2.0 TSI FR	Leon 2.0 TSI FR	SEAT Leon 2.0 TSI FR	Limousine	1984	Zuzwil	190 g/km	G	7.9 l/100km	5	Vorderradantrieb	1	2009	Benzin	200	anthrazit	53300	"\"Ab MFK\""	5	Schaltgetriebe manuell	schwarz	Black	Occasion	Seat	7.9	l/100km
Occasion	schwarz	564.0	JAGUAR	E	E E-Type III	E-Type III	JAGUAR E E-Type III	Cabriolet	5343	Zuzwil	null	null	null	2	Hinterradantrieb	3	1974	Benzin	269	schwarz	49200	"\"Ab MFK\""	2	Automat	schwarz	Black	Occasion	Jaguar	null	""
Neu	schwarz	565.0	LAMBORGHINI	AVENTADOR	Aventador LP700-4 Rds	Aventador LP700-4 Rds	LAMBORGHINI Aventador LP700-4 Rds	Cabriolet	6498	Zuzwil	370 g/km	G	16.0 l/100km	2	Allrad	3	2015	Benzin	700	schwarz	90	"\"Ab MFK\", \"Direkt-/Parallelimport\""	2	Automatisiertes Schaltgetriebe	schwarz	Black	New	Lamborghini	16.0	l/100km
Occasion	schwarz	566.0	MERCEDES-BENZ	S 55 AMG	S 55 AMG	S 55 AMG	MERCEDES-BENZ S 55 AMG	Limousine	5439	Zuzwil	317 g/km	G	13.2 l/100km	4	Hinterradantrieb	3	2003	Benzin	500	schwarz	121900	"\"Ab MFK\""	5	Automat	schwarz	Black	Occasion	Mercedes-benz	13.2	l/100km
Occasion	schwarz	567.0	BMW	X5	X5 4.4i	X5 4.4i	BMW X5 4.4i	SUV / Geländewagen	4398	Zuzwil	335 g/km	G	13.9 l/100km	5	Allrad	12	2000	Benzin	286	grau	3600	"\"Ab MFK\""	5	Automat sequentiell	schwarz	Black	Occasion	Bmw	13.9	l/100km
Occasion	schwarz	568.0	MASERATI	QUATTROPORTE	Quattroporte 4.2	Quattroporte 4.2	MASERATI Quattroporte 4.2	Limousine	4244	Zuzwil	null	G	15.8 l/100km	4	Hinterradantrieb	7	2004	Benzin	400	blau	56600	"\"Ab MFK\""	5	Automatisiertes Schaltgetriebe	schwarz	Black	Occasion	Maserati	15.8	l/100km
Occasion	schwarz	569.0	AUDI	RS6	RS6 Avant quattro	RS6 Avant quattro	AUDI RS6 Avant quattro	Kombi	4172	Zuzwil	350 g/km	G	14.6 l/100km	5	Allrad	10	2003	Benzin	450	schwarz	40900	"\"Ab MFK\""	5	Automat sequentiell	schwarz	Black	Occasion	Audi	14.6	l/100km
Occasion	blau	57.0	RENAULT	ALPINE	Alpine A310 V6	Alpine A310 V6	RENAULT Alpine A310 V6	Coupé	2664	Zuzwil	null	null	null	2	Hinterradantrieb	4	1980	Benzin	150	mehrfarbig	108000	"\"Ab MFK\""	4	Schaltgetriebe manuell	blau	Blue	Occasion	Renault	null	""
Occasion	schwarz	570.0	AUDI	RS6	RS6 Avant 5.0 V10 quattro	RS6 Avant 5.0 V10 quattro	AUDI RS6 Avant 5.0 V10 quattro	Kombi	4991	Zuzwil	333 g/km	G	14.0 l/100km	5	Allrad	3	2009	Benzin	700	schwarz	29500	"\"Ab MFK\""	5	Automat	schwarz	Black	Occasion	Audi	14.0	l/100km
Occasion	schwarz	571.0	PORSCHE	CAYENNE	Cayenne Turbo	Cayenne Turbo	PORSCHE Cayenne Turbo	SUV / Geländewagen	4511	Zuzwil	378 g/km	G	15.7 l/100km	5	Allrad	8	2003	Benzin	450	beige	114000	"\"Ab MFK\""	5	Automat sequentiell	schwarz	Black	Occasion	Porsche	15.7	l/100km
Occasion	schwarz	572.0	BMW	760	760i L	760i L	BMW 760i L	Limousine	5972	Zuzwil	330 g/km	G	13.6 l/100km	4	Hinterradantrieb	1	2003	Benzin	445	beige	94500	"\"Ab MFK\""	5	Automat sequentiell	schwarz	Black	Occasion	Bmw	13.6	l/100km
Occasion	schwarz	573.0	MERCEDES-BENZ	B 200	B 200 T Sailing Edition	B 200 T Sailing Edition	MERCEDES-BENZ B 200 T Sailing Edition	Kompaktvan / Minivan	2035	Zuzwil	195 g/km	G	8.1 l/100km	5	Vorderradantrieb	8	2006	Benzin	193	null	60500	"\"Ab MFK\""	5	Schaltgetriebe manuell	schwarz	Black	Occasion	Mercedes-benz	8.1	l/100km
Occasion	schwarz	574.0	MASERATI	QUATTROPORTE	Quattroporte 4.2	Quattroporte 4.2	MASERATI Quattroporte 4.2	Limousine	4244	Zuzwil	370 g/km	G	15.8 l/100km	4	Hinterradantrieb	12	2006	Benzin	400	schwarz	9800	"\"Ab MFK\""	5	Automatisiertes Schaltgetriebe	schwarz	Black	Occasion	Maserati	15.8	l/100km
Occasion	schwarz	575.0	BMW	335	335i	335i	BMW 335i	Cabriolet	2979	Zuzwil	238 g/km	G	9.9 l/100km	2	Hinterradantrieb	7	2007	Benzin	306	schwarz	77500	"\"Ab MFK\""	4	Schaltgetriebe manuell	schwarz	Black	Occasion	Bmw	9.9	l/100km
Occasion	schwarz	576.0	MERCEDES-BENZ	SLK 55 AMG	SLK 55 AMG	SLK 55 AMG	MERCEDES-BENZ SLK 55 AMG	Cabriolet	5439	Zuzwil	288 g/km	G	12.0 l/100km	2	Hinterradantrieb	4	2005	Benzin	360	schwarz	42500	"\"Ab MFK\""	2	Automat sequentiell	schwarz	Black	Occasion	Mercedes-benz	12.0	l/100km
Occasion	schwarz	577.0	PORSCHE	CAYENNE	Cayenne Turbo	Cayenne Turbo	PORSCHE Cayenne Turbo	SUV / Geländewagen	4511	Zuzwil	378 g/km	G	15.7 l/100km	5	Allrad	10	2005	Benzin	450	beige	64500	"\"Ab MFK\""	5	Automat sequentiell	schwarz	Black	Occasion	Porsche	15.7	l/100km
Occasion	schwarz	578.0	BENTLEY	ARNAGE	Arnage Red Label	Arnage Red Label	BENTLEY Arnage Red Label	Limousine	6761	Zuzwil	456 g/km	G	19.2 l/100km	4	Hinterradantrieb	2	2000	Benzin	405	braun	111600	"\"Ab MFK\""	5	Automat	schwarz	Black	Occasion	Bentley	19.2	l/100km
Occasion	schwarz	579.0	AUDI	TT	TTS Cpé 2.0 TFSI quattro	TTS Cpé 2.0 TFSI quattro	AUDI TTS Cpé 2.0 TFSI quattro	Coupé	1984	Zuzwil	188 g/km	G	7.9 l/100km	3	Allrad	8	2008	Benzin	272	schwarz	29300	"\"Ab MFK\", \"Tuning\""	4	Automatisiertes Schaltgetriebe	schwarz	Black	Occasion	Audi	7.9	l/100km
Occasion	blau	58.0	MERCEDES-BENZ	SL 600	SL 600	SL 600	MERCEDES-BENZ SL 600	Cabriolet	5513	Zuzwil	346 g/km	G	14.4 l/100km	2	Hinterradantrieb	6	2003	Benzin	600	schwarz	77700	"\"Ab MFK\""	2	Automat	blau	Blue	Occasion	Mercedes-benz	14.4	l/100km
Occasion	schwarz	580.0	MERCEDES-BENZ	CL 600	CL 600	CL 600	MERCEDES-BENZ CL 600	Coupé	5786	Zuzwil	321 g/km	G	13.4 l/100km	2	Hinterradantrieb	6	2000	Benzin	367	schwarz	103800	"\"Ab MFK\""	4	Automat	schwarz	Black	Occasion	Mercedes-benz	13.4	l/100km
Occasion	schwarz	581.0	RENAULT	R5	R5 1400 Alpine Turbo	R5 1400 Alpine Turbo	RENAULT R5 1400 Alpine Turbo	Kleinwagen	1397	Zuzwil	null	null	null	3	Vorderradantrieb	12	1983	Benzin	108	braun	159700	"\"Ab MFK\""	4	Schaltgetriebe manuell	schwarz	Black	Occasion	Renault	null	""
Occasion	schwarz	582.0	MERCEDES-BENZ	ML 500	ML 500	ML 500	MERCEDES-BENZ ML 500	SUV / Geländewagen	4966	Zuzwil	350 g/km	G	14.6 l/100km	5	Allrad	2	2002	Benzin	292	grau	118000	"\"Ab MFK\""	5	Automat	schwarz	Black	Occasion	Mercedes-benz	14.6	l/100km
Occasion	schwarz	583.0	FORD	CAPRI	CAPRI RS 2600	RS 2600	FORD CAPRI RS 2600	Coupé	2632	Zuzwil	null	null	null	3	Hinterradantrieb	3	1973	Benzin	150	schwarz	36100	null	4	Schaltgetriebe	schwarz	Black	Occasion	Ford	null	""
Occasion	schwarz	584.0	MERCEDES-BENZ	E 50 AMG	E 50 AMG Avantgarde	E 50 AMG Avantgarde	MERCEDES-BENZ E 50 AMG Avantgarde	Limousine	4973	Zuzwil	315 g/km	null	13.5 l/100km	4	Hinterradantrieb	3	1997	Benzin	347	schwarz	70700	"\"Ab MFK\""	5	Automat	schwarz	Black	Occasion	Mercedes-benz	13.5	l/100km
Occasion	schwarz	585.0	BMW	M5	M5	M5	BMW M5	Limousine	4999	Zuzwil	357 g/km	G	14.8 l/100km	4	Hinterradantrieb	5	2005	Benzin	503	weiss	21700	"\"Ab MFK\""	5	Automatisiertes Schaltgetriebe	schwarz	Black	Occasion	Bmw	14.8	l/100km
Occasion	schwarz	586.0	BMW-ALPINA	5 SERIES	B10 4.6 S.Tronic	B10 4.6 S.Tronic	BMW-ALPINA B10 4.6 S.Tronic	Limousine	4619	Zuzwil	355 g/km	G	14.9 l/100km	4	Hinterradantrieb	10	1998	Benzin	347	schwarz	94400	"\"Ab MFK\""	5	Automat	schwarz	Black	Occasion	Bmw-alpina	14.9	l/100km
Occasion	schwarz	587.0	FORD	ESCORT	Escort 2.0i RS Cosworth	Escort 2.0i RS Cosworth	FORD Escort 2.0i RS Cosworth	Limousine	1992	Zuzwil	null	null	null	3	Allrad	4	1994	Benzin	220	mehrfarbig	11000	"\"Ab MFK\", \"Tuning\""	5	Schaltgetriebe manuell	schwarz	Black	Occasion	Ford	null	""
Occasion	schwarz	588.0	MERCEDES-BENZ	E 55 AMG	E 55 AMG Avantgarde	E 55 AMG Avantgarde	MERCEDES-BENZ E 55 AMG Avantgarde	Limousine	5439	Zuzwil	301 g/km	null	12.6 l/100km	4	Hinterradantrieb	2	1998	Benzin	354	schwarz	63400	"\"Ab MFK\""	5	Automat	schwarz	Black	Occasion	Mercedes-benz	12.6	l/100km
Occasion	schwarz	589.0	BMW	2002	2002 Turbo	Turbo	BMW 2002 Turbo	Limousine	1990	Zuzwil	null	null	null	2	Hinterradantrieb	7	1974	Benzin	170	schwarz	134000	"\"Ab MFK\""	4	Schaltgetriebe manuell	schwarz	Black	Occasion	Bmw	null	""
Occasion	blau	59.0	BMW	750	750i	750i	BMW 750i	Limousine	5379	Zuzwil	327 g/km	null	14.2 l/100km	4	Hinterradantrieb	3	1998	Benzin	327	grau	60700	"\"Ab MFK\""	5	Automat sequentiell	blau	Blue	Occasion	Bmw	14.2	l/100km
Occasion	schwarz	590.0	MASERATI	QUATTROPORTE	Quattroporte 4.2 Sport GT	Quattroporte 4.2 Sport GT	MASERATI Quattroporte 4.2 Sport GT	Limousine	4244	Zuzwil	370 g/km	G	15.8 l/100km	4	Hinterradantrieb	10	2006	Benzin	400	schwarz	24300	"\"Ab MFK\""	5	Automatisiertes Schaltgetriebe	schwarz	Black	Occasion	Maserati	15.8	l/100km
Occasion	schwarz	591.0	MERCEDES-BENZ	C 63 AMG	C 63 AMG Avantgarde	C 63 AMG Avantgarde	MERCEDES-BENZ C 63 AMG Avantgarde	Kombi	6208	Zuzwil	316 g/km	G	13.6 l/100km	5	Hinterradantrieb	1	2009	Benzin	457	schwarz	57400	"\"Ab MFK\""	5	Automat sequentiell	schwarz	Black	Occasion	Mercedes-benz	13.6	l/100km
Occasion	schwarz	592.0	BENTLEY	BROOKLANDS	Brooklands	Brooklands	BENTLEY Brooklands	Limousine	6761	Zuzwil	null	null	null	4	Hinterradantrieb	12	1995	Benzin	250	beige	124900	"\"Ab MFK\""	5	Automat	schwarz	Black	Occasion	Bentley	null	""
Occasion	schwarz	593.0	MASERATI	QUATTROPORTE	Quattroporte 4.2 Sport GT	Quattroporte 4.2 Sport GT	MASERATI Quattroporte 4.2 Sport GT	Limousine	4244	Zuzwil	370 g/km	G	15.8 l/100km	4	Hinterradantrieb	4	2008	Benzin	400	schwarz	58900	"\"Ab MFK\""	5	Automatisiertes Schaltgetriebe	schwarz	Black	Occasion	Maserati	15.8	l/100km
Occasion	schwarz	594.0	MERCEDES-BENZ	E 63 AMG	E 63 AMG	E 63 AMG	MERCEDES-BENZ E 63 AMG	Limousine	6209	Zuzwil	295 g/km	G	12.6 l/100km	4	Hinterradantrieb	6	2009	Benzin	525	schwarz	34500	"\"Ab MFK\", \"Direkt-/Parallelimport\""	5	Automatisiertes Schaltgetriebe	schwarz	Black	Occasion	Mercedes-benz	12.6	l/100km
Occasion	schwarz	595.0	ASTON MARTIN	V8 Vantage	V8 Vantage 4.3	V8 Vantage 4.3	ASTON MARTIN V8 Vantage 4.3	Coupé	4282	Zuzwil	358 g/km	G	15.0 l/100km	2	Hinterradantrieb	2	2007	Benzin	385	schwarz	35500	"\"Ab MFK\""	2	Schaltgetriebe manuell	schwarz	Black	Occasion	Aston Martin	15.0	l/100km
Occasion	schwarz	596.0	BMW-ALPINA	5 SERIES	B5 BiTurbo 4.4 V8	B5 BiTurbo 4.4 V8	BMW-ALPINA B5 BiTurbo 4.4 V8	Limousine	4395	Zuzwil	252 g/km	G	10.8 l/100km	4	Hinterradantrieb	6	2012	Benzin	507	schwarz	4950	"\"Ab MFK\""	5	Automat sequentiell	schwarz	Black	Occasion	Bmw-alpina	10.8	l/100km
Occasion	schwarz	597.0	PORSCHE	CAYENNE	Cayenne Turbo	Cayenne Turbo	PORSCHE Cayenne Turbo	SUV / Geländewagen	4806	Zuzwil	270 g/km	G	11.5 l/100km	5	Allrad	1	2011	Benzin	500	schwarz	39000	"\"Ab MFK\""	5	Automat sequentiell	schwarz	Black	Occasion	Porsche	11.5	l/100km
Occasion	schwarz	598.0	JAGUAR	XK	XKR S/C	XKR S/C	JAGUAR XKR S/C	Coupé	3996	Zuzwil	340 g/km	G	12.6 l/100km	2	Hinterradantrieb	5	1999	Benzin	363	weiss	89666	"\"Ab MFK\""	4	Automat	schwarz	Black	Occasion	Jaguar	12.6	l/100km
Occasion	schwarz	599.0	MERCEDES-BENZ	SL 55 AMG	SL 55 AMG	SL 55 AMG	MERCEDES-BENZ SL 55 AMG	Cabriolet	5439	Zuzwil	324 g/km	G	13.5 l/100km	2	Hinterradantrieb	3	2006	Benzin	517	schwarz	49000	"\"Ab MFK\""	2	Automat sequentiell	schwarz	Black	Occasion	Mercedes-benz	13.5	l/100km
Occasion	anthrazit mét.	6.0	FORD (USA)	MUSTANG	Mustang Shelby GT500	Shelby GT500	FORD (USA) Mustang Shelby GT500	Coupé	5409	Zuzwil	null	null	null	2	Hinterradantrieb	3	2012	Benzin	557	schwarz	92000	"\"Ab MFK\", \"Direkt-/Parallelimport\""	4	Schaltgetriebe	anthrazit	Anthracite	Occasion	Ford (usa)	null	""
Occasion	blau	60.0	LAMBORGHINI	DIABLO	Diablo 5.7	Diablo 5.7	LAMBORGHINI Diablo 5.7	Coupé	5707	Porrentruy	null	null	null	2	Hinterradantrieb	4	1993	Benzin	492	mehrfarbig	49500	"\"Ab MFK\""	2	Schaltgetriebe manuell	blau	Blue	Occasion	Lamborghini	null	""
Occasion	schwarz	600.0	OPEL	FRONTERA	Frontera 3.2i V6 Limited	Frontera 3.2i V6 Limited	OPEL Frontera 3.2i V6 Limited	SUV / Geländewagen	3165	Zuzwil	316 g/km	null	13.2 l/100km	5	Allrad	5	2001	Benzin	205	schwarz	153900	null	5	Automatik-Getriebe	schwarz	Black	Occasion	Opel	13.2	l/100km
Occasion	schwarz	601.0	ASTON MARTIN	V8 Vantage	V8 Vantage 4.3	V8 Vantage 4.3	ASTON MARTIN V8 Vantage 4.3	Coupé	4282	Zuzwil	358 g/km	G	15.0 l/100km	2	Hinterradantrieb	7	2007	Benzin	385	schwarz	28800	"\"Ab MFK\""	2	Schaltgetriebe manuell	schwarz	Black	Occasion	Aston Martin	15.0	l/100km
Occasion	schwarz	602.0	MERCEDES-BENZ	SLK 55 AMG	SLK 55 AMG Black Series	Black Series	MERCEDES-BENZ SLK 55 AMG Black Series	Coupé	5439	Zuzwil	null	null	null	2	Hinterradantrieb	10	2006	Benzin	400	schwarz	25000	"\"Ab MFK\""	2	Automat sequentiell	schwarz	Black	Occasion	Mercedes-benz	null	""
Occasion	schwarz mét.	603.0	CHEVROLET	CORVETTE	Corvette 5.7 LT1 Convert.	Corvette 5.7 LT1 Convert.	CHEVROLET Corvette 5.7 LT1 Convert.	Cabriolet	5730	Zuzwil	null	null	13.1 l/100km	2	Hinterradantrieb	7	1994	Benzin	282	schwarz	68200	"\"Ab MFK\""	2	Automat	schwarz	Black	Occasion	Chevrolet	13.1	l/100km
Occasion	schwarz mét.	604.0	MERCEDES-BENZ	300	300 SEL 3.5	SEL 3.5	MERCEDES-BENZ 300 SEL 3.5	Limousine	3459	Zuzwil	null	null	13.0 l/100km	4	Hinterradantrieb	5	1971	Benzin	200	mehrfarbig	145100	"\"Ab MFK\""	5	Automatik-Getriebe	schwarz	Black	Occasion	Mercedes-benz	13.0	l/100km
Occasion	schwarz mét.	605.0	ALFA ROMEO	SPIDER	Spider 2.0	Spider 2.0	ALFA ROMEO Spider 2.0	Cabriolet	1961	Zuzwil	null	null	null	2	Hinterradantrieb	4	1988	Benzin	115	grau	69300	null	2	Schaltgetriebe manuell	schwarz	Black	Occasion	Alfa Romeo	null	""
